country,region,arm,radius_km,dc_mw,eta,e_budget_mva,eps_max_mva,budget_realised,L_E,L_E_bound,L_S,L_S_bound,slack_E,slack_S,valid_E,valid_S
au,Central_Coast,LU,10.0,300.0,1.0,229.45458307638572,168.91191516047923,True,53.70008179195482,222.153467785278,128.90937500000004,213.31622680950977,168.45338599332317,84.40685180950973,True,True
au,Central_Coast,LU,10.0,500.0,1.0,229.45458307638572,168.91191516047923,True,58.6507518087147,229.2660409270379,4.263256414560601e-14,214.0223881465551,170.61528911832318,214.02238814655504,True,True
au,Central_Coast,LU-soft,10.0,100.0,0.5,117.80630314470454,169.3815132939925,False,35.570239932543565,85.11996007136017,16.161562499999985,100.93169705820708,49.5497201388166,84.77013455820709,True,True
au,Central_Coast,LU-soft,10.0,300.0,0.5,117.80630314470454,169.3815132939925,False,53.890783917144105,111.99150187546614,128.90937500000004,101.37525839505936,58.100717958322036,-27.534116604940678,True,False
au,Central_Coast,LU-soft,10.0,500.0,0.5,117.80630314470454,169.3815132939925,False,58.86975000324144,117.61391573275172,4.263256414560601e-14,102.04917921834826,58.74416572951028,102.04917921834821,True,True
au,Central_Coast,LU-soft,10.0,100.0,0.8,204.5524117045268,169.3815132939925,True,35.570239932543565,159.57474908825165,16.161562499999985,187.67780561802928,124.00450915570809,171.5162431180293,True,True
au,Central_Coast,LU-soft,10.0,300.0,0.8,204.5524117045268,169.3815132939925,True,53.890783917144105,197.35691355297521,128.90937500000004,188.1213669548816,143.46612963583112,59.21199195488157,True,True
au,Central_Coast,LU-soft,10.0,500.0,0.8,204.5524117045268,169.3815132939925,True,58.86975000324144,204.36002429257402,4.263256414560601e-14,188.79528777817046,145.49027428933258,188.7952877781704,True,True
au,Central_Coast,LU-soft,10.0,100.0,0.9,215.77358705900585,169.3815132939925,True,35.570239932543565,169.7206991939128,16.161562499999985,198.89898097250835,134.15045926136924,182.73741847250838,True,True
au,Central_Coast,LU-soft,10.0,300.0,0.9,215.77358705900585,169.3815132939925,True,53.890783917144105,208.45793794998613,128.90937500000004,199.3425423093607,154.56715403284204,70.43316730936067,True,True
au,Central_Coast,LU-soft,10.0,500.0,0.9,215.77358705900585,169.3815132939925,True,58.86975000324144,215.58119964705304,4.263256414560601e-14,200.01646313264956,156.7114496438116,200.0164631326495,True,True
au,Central_Coast,LU-soft,10.0,100.0,1.0,229.45458307638572,169.3815132939925,True,35.570239932543565,182.21628490469843,16.161562499999985,212.57997698988825,146.64604497215487,196.41841448988828,True,True
au,Central_Coast,LU-soft,10.0,300.0,1.0,229.45458307638572,169.3815132939925,True,53.890783917144105,222.12132645333566,128.90937500000004,213.02353832674052,168.23054253619154,84.11416332674048,True,True
au,Central_Coast,LU-soft,10.0,500.0,1.0,229.45458307638572,169.3815132939925,True,58.86975000324144,229.26219566443294,4.263256414560601e-14,213.6974591500294,170.3924456611915,213.69745915002937,True,True
au,Central_Coast,Ref,10.0,100.0,0.5,73.71520747044096,111.04426663726217,False,10.571026760843917,56.598735217061105,3.223749999999998,49.56271632059931,46.027708456217184,46.33896632059931,True,True
au,Central_Coast,Ref,10.0,300.0,0.5,73.71520747044096,111.04426663726217,False,15.257162197046888,70.85132515209258,0.0,9.147046795099826,55.5941629550457,9.147046795099826,True,True
au,Central_Coast,Ref,10.0,500.0,0.5,73.71520747044096,111.04426663726217,False,17.72763326875935,73.71520747044099,4.263256414560601e-14,71.22886204833135,55.98757420168164,71.22886204833131,True,True
au,Central_Coast,Ref,10.0,100.0,0.8,96.54685127247558,111.04426663726217,False,10.571026760843917,76.41071727579012,3.223749999999998,72.39436012263396,65.8396905149462,69.17061012263396,True,True
au,Central_Coast,Ref,10.0,300.0,0.8,96.54685127247558,111.04426663726217,False,15.257162197046888,93.27533302358741,0.0,26.604145436309427,78.01817082654051,26.604145436309427,True,True
au,Central_Coast,Ref,10.0,500.0,0.8,96.54685127247558,111.04426663726217,False,17.72763326875935,96.54685127247559,4.263256414560601e-14,103.69007648748114,78.81921800371624,103.6900764874811,True,True
au,Central_Coast,Ref,10.0,100.0,0.9,115.27441404885244,111.04426663726217,True,10.571026760843917,92.93243526650197,3.223749999999998,91.12192289901078,82.36140850565805,87.89817289901079,True,True
au,Central_Coast,Ref,10.0,300.0,0.9,115.27441404885244,111.04426663726217,True,15.257162197046888,111.69532015689825,0.0,43.60186620946524,96.43815795985137,43.60186620946524,True,True
au,Central_Coast,Ref,10.0,500.0,0.9,115.27441404885244,111.04426663726217,True,17.72763326875935,115.2744140488525,4.263256414560601e-14,127.39561651954133,97.54678078009316,127.39561651954129,True,True
au,Central_Coast,Ref,10.0,100.0,1.0,173.09201286396635,111.04426663726217,True,10.571026760843917,144.5910133709599,3.223749999999998,148.93952171412474,134.01998661011598,145.71577171412474,True,True
au,Central_Coast,Ref,10.0,300.0,1.0,173.09201286396635,111.04426663726217,True,15.257162197046888,168.61674619037785,0.0,101.41946502457915,153.35958399333097,101.41946502457915,True,True
au,Central_Coast,Ref,10.0,500.0,1.0,173.09201286396635,111.04426663726217,True,17.72763326875935,173.09201286396637,4.263256414560601e-14,187.17860935867307,155.36437959520703,187.17860935867304,True,True
au,Central_Coast,GNN-oof-42,10.0,100.0,0.5,164.2361619581892,157.85209537052722,True,28.655273396855772,127.06357806971806,15.633124999999987,147.86416990205112,98.40830467286229,132.23104490205114,True,True
au,Central_Coast,GNN-oof-42,10.0,300.0,0.5,164.2361619581892,157.85209537052722,True,44.42237543756153,159.1726035854334,0.0,49.27779056915113,114.75022814787187,49.27779056915113,True,True
au,Central_Coast,GNN-oof-42,10.0,500.0,0.5,164.2361619581892,157.85209537052722,True,47.41353892866985,164.23616195818929,4.263256414560601e-14,191.21789196979358,116.82262302951943,191.21789196979353,True,True
au,Central_Coast,GNN-oof-42,10.0,100.0,0.8,225.3155949434563,157.85209537052722,True,28.655273396855772,183.03108628296854,15.633124999999987,208.94360288731818,154.37581288611278,193.3104778873182,True,True
au,Central_Coast,GNN-oof-42,10.0,300.0,0.8,225.3155949434563,157.85209537052722,True,44.42237543756153,220.16252832734799,0.0,110.35722355441821,175.74015288978646,110.35722355441821,True,True
au,Central_Coast,GNN-oof-42,10.0,500.0,0.8,225.3155949434563,157.85209537052722,True,47.41353892866985,225.3155949434563,4.263256414560601e-14,252.29732495506073,177.90205601478644,252.29732495506067,True,True
au,Central_Coast,GNN-oof-42,10.0,100.0,0.9,267.10954556491737,157.85209537052722,True,28.655273396855772,223.32823995251616,15.633124999999987,250.73755350877929,194.6729665556604,235.1044285087793,True,True
au,Central_Coast,GNN-oof-42,10.0,300.0,0.9,267.10954556491737,157.85209537052722,True,44.42237543756153,261.9564789488091,0.0,152.15117417587936,217.53410351124757,152.15117417587936,True,True
au,Central_Coast,GNN-oof-42,10.0,500.0,0.9,267.10954556491737,157.85209537052722,True,47.41353892866985,267.10954556491737,4.263256414560601e-14,294.09127557652175,219.69600663624752,294.0912755765217,True,True
au,Central_Coast,GNN-oof-42,10.0,100.0,1.0,371.5721170104987,157.85209537052722,True,28.655273396855772,325.6834712060371,15.633124999999987,355.2001249543606,297.02819780918134,339.5669999543606,True,True
au,Central_Coast,GNN-oof-42,10.0,300.0,1.0,371.5721170104987,157.85209537052722,True,44.42237543756153,366.41905039439047,0.0,256.6137456214606,321.99667495682894,256.6137456214606,True,True
au,Central_Coast,GNN-oof-42,10.0,500.0,1.0,371.5721170104987,157.85209537052722,True,47.41353892866985,371.57211701049874,4.263256414560601e-14,398.553847022103,324.15857808182886,398.55384702210296,True,True
au,Central_Coast,GNN-oof-123,10.0,100.0,0.5,145.5293450472011,156.60430605286552,False,23.07271928811563,114.38686184322768,15.104687499999988,131.29064201213654,91.31414255511206,116.18595451213656,True,True
au,Central_Coast,GNN-oof-123,10.0,300.0,0.5,145.5293450472011,156.60430605286552,False,34.57514471994411,140.86066244462893,0.0,40.023633765131365,106.28551772468481,40.023633765131365,True,True
au,Central_Coast,GNN-oof-123,10.0,500.0,0.5,145.5293450472011,156.60430605286552,False,37.4887511219145,145.52905442357255,4.263256414560601e-14,167.7157726621553,108.04030330165804,167.71577266215525,True,True
au,Central_Coast,GNN-oof-123,10.0,100.0,0.8,217.04792041085886,156.60430605286552,True,23.07271928811563,179.28837022491206,15.104687499999988,202.80921737579433,156.21565093679644,187.70452987579435,True,True
au,Central_Coast,GNN-oof-123,10.0,300.0,0.8,217.04792041085886,156.60430605286552,True,34.57514471994411,211.97212026025986,0.0,110.04876030775554,177.39697554031574,110.04876030775554,True,True
au,Central_Coast,GNN-oof-123,10.0,500.0,0.8,217.04792041085886,156.60430605286552,True,37.4887511219145,217.04762978723025,4.263256414560601e-14,239.23434802581315,179.55887866531575,239.23434802581312,True,True
au,Central_Coast,GNN-oof-123,10.0,100.0,0.9,247.86155933873084,156.60430605286552,True,23.07271928811563,208.85105395971442,15.104687499999988,233.62285630366628,185.7783346715988,218.5181688036663,True,True
au,Central_Coast,GNN-oof-123,10.0,300.0,0.9,247.86155933873084,156.60430605286552,True,34.57514471994411,242.78575918813186,0.0,140.86239923562752,208.21061446818774,140.86239923562752,True,True
au,Central_Coast,GNN-oof-123,10.0,500.0,0.9,247.86155933873084,156.60430605286552,True,37.4887511219145,247.86126871510223,4.263256414560601e-14,270.04798695368504,210.37251759318772,270.047986953685,True,True
au,Central_Coast,GNN-oof-123,10.0,100.0,1.0,377.10962730177283,156.60430605286552,True,23.07271928811563,335.4574023850861,15.104687499999988,362.8709242667083,312.38468309697043,347.7662367667083,True,True
au,Central_Coast,GNN-oof-123,10.0,300.0,1.0,377.10962730177283,156.60430605286552,True,34.57514471994411,372.0338271511739,0.0,270.1104671986696,337.4586824312298,270.1104671986696,True,True
au,Central_Coast,GNN-oof-123,10.0,500.0,1.0,377.10962730177283,156.60430605286552,True,37.4887511219145,377.1093366781443,4.263256414560601e-14,399.2960549167271,339.6205855562298,399.29605491672703,True,True
au,Central_Coast,GNN-oof-456,10.0,100.0,0.5,155.4485133731969,160.95824384078156,False,28.00272159723055,118.06386315686449,15.104687499999988,140.32694482905612,90.06114155963394,125.22225732905613,True,True
au,Central_Coast,GNN-oof-456,10.0,300.0,0.5,155.4485133731969,160.95824384078156,False,45.286194051850806,149.56429067305615,6.445468750000001,34.66118062594374,104.27809662120535,28.215711875943743,True,True
au,Central_Coast,GNN-oof-456,10.0,500.0,0.5,155.4485133731969,160.95824384078156,False,49.071685760836324,155.44851337319687,20.179687500000043,194.90339091171694,106.37682761236056,174.72370341171688,True,True
au,Central_Coast,GNN-oof-456,10.0,100.0,0.8,214.93817046734168,160.95824384078156,True,28.00272159723055,172.05445153300238,15.104687499999988,199.81660192320084,144.05172993577182,184.71191442320085,True,True
au,Central_Coast,GNN-oof-456,10.0,300.0,0.8,214.93817046734168,160.95824384078156,True,45.286194051850806,209.00141411296937,6.445468750000001,93.49341223618475,163.71522006111857,87.04794348618475,True,True
au,Central_Coast,GNN-oof-456,10.0,500.0,0.8,214.93817046734168,160.95824384078156,True,49.071685760836324,214.93817046734168,20.179687500000043,254.39304800586177,165.86648470650536,234.21336050586171,True,True
au,Central_Coast,GNN-oof-456,10.0,100.0,0.9,297.6568313590054,160.95824384078156,True,28.00272159723055,251.11386171310522,15.104687499999988,282.5352628148646,223.11114011587466,267.4305753148646,True,True
au,Central_Coast,GNN-oof-456,10.0,300.0,0.9,297.6568313590054,160.95824384078156,True,45.286194051850806,291.72007500463314,6.445468750000001,176.2120731278485,246.43388095278235,169.7666043778485,True,True
au,Central_Coast,GNN-oof-456,10.0,500.0,0.9,297.6568313590054,160.95824384078156,True,49.071685760836324,297.6568313590054,20.179687500000043,337.1117088975255,248.5851455981691,316.93202139752543,True,True
au,Central_Coast,GNN-oof-456,10.0,100.0,1.0,374.46519032917126,160.95824384078156,True,28.00272159723055,326.66897883585466,15.104687499999988,359.3436217850305,298.6662572386241,344.2389342850305,True,True
au,Central_Coast,GNN-oof-456,10.0,300.0,1.0,374.46519032917126,160.95824384078156,True,45.286194051850806,368.52843397479904,6.445468750000001,253.0204320980143,323.2422399229482,246.5749633480143,True,True
au,Central_Coast,GNN-oof-456,10.0,500.0,1.0,374.46519032917126,160.95824384078156,True,49.071685760836324,374.4651903291714,20.179687500000043,413.9200678676913,325.39350456833506,393.7403803676912,True,True
au,Central_Coast,Uni,20.0,100.0,0.5,0.5098547784044589,264.8168904340114,False,55.039990761539585,0.2006871315856186,0.0,0.0,-54.83930362995397,0.0,False,True
au,Central_Coast,Uni,20.0,300.0,0.5,0.5098547784044589,264.8168904340114,False,79.18252954025878,0.31667365280830156,109.59062499999996,0.0,-78.86585588745048,-109.59062499999996,False,False
au,Central_Coast,Uni,20.0,500.0,0.5,0.5098547784044589,264.8168904340114,False,99.23506569477878,0.4127274431184329,165.74062500000008,0.0,-98.82233825166036,-165.74062500000008,False,False
au,Central_Coast,Uni,20.0,100.0,0.8,107.93212845811841,264.8168904340114,False,55.039990761539585,47.659042394571756,0.0,0.0,-7.380948366967829,0.0,False,True
au,Central_Coast,Uni,20.0,300.0,0.8,107.93212845811841,264.8168904340114,False,79.18252954025878,71.3731171714037,109.59062499999996,62.43603416961362,-7.809412368855078,-47.15459083038634,False,False
au,Central_Coast,Uni,20.0,500.0,0.8,107.93212845811841,264.8168904340114,False,99.23506569477878,95.7574631063825,165.74062500000008,87.7053619035884,-3.4776025883962802,-78.03526309641168,False,False
au,Central_Coast,Uni,20.0,100.0,0.9,118.07675277083155,264.8168904340114,False,55.039990761539585,52.94346666190804,0.0,0.0,-2.0965240996315444,0.0,False,True
au,Central_Coast,Uni,20.0,300.0,0.9,118.07675277083155,264.8168904340114,False,79.18252954025878,78.67144951473895,109.59062499999996,72.58065848232675,-0.5110800255198313,-37.009966517673206,False,False
au,Central_Coast,Uni,20.0,500.0,0.9,118.07675277083155,264.8168904340114,False,99.23506569477878,105.24472135567139,165.74062500000008,97.84998621630155,6.009655660892605,-67.89063878369853,True,False
au,Central_Coast,Uni,20.0,100.0,1.0,178.8581129642266,264.8168904340114,False,55.039990761539585,86.98742317096263,0.0,3.128265419681705,31.947432409423044,3.128265419681705,True,True
au,Central_Coast,Uni,20.0,300.0,1.0,178.8581129642266,264.8168904340114,False,79.18252954025878,124.10367647138072,109.59062499999996,133.36201867572186,44.92114693112194,23.771393675721896,True,True
au,Central_Coast,Uni,20.0,500.0,1.0,178.8581129642266,264.8168904340114,False,99.23506569477878,163.23624778327746,165.74062500000008,158.63134640969656,64.00118208849868,-7.109278590303518,True,False
au,Central_Coast,LU,20.0,100.0,0.5,0.5064362343996587,249.4148272217601,False,51.06322510987133,0.19611176391575127,0.0,0.0,-50.86711334595558,0.0,False,True
au,Central_Coast,LU,20.0,300.0,0.5,0.5064362343996587,249.4148272217601,False,74.0616951158107,0.31663080622662465,109.59062499999996,0.0,-73.74506430958408,-109.59062499999996,False,False
au,Central_Coast,LU,20.0,500.0,0.5,0.5064362343996587,249.4148272217601,False,92.90627153976423,0.41867068920355166,137.8456250000001,0.0,-92.48760085056068,-137.8456250000001,False,False
au,Central_Coast,LU,20.0,100.0,0.8,113.19862173553702,249.4148272217601,False,51.06322510987133,50.05414476999844,0.0,0.0,-1.0090803398728951,0.0,False,True
au,Central_Coast,LU,20.0,300.0,0.8,113.19862173553702,249.4148272217601,False,74.0616951158107,75.66636748644787,109.59062499999996,79.22212540190863,1.6046723706371608,-30.368499598091333,True,False
au,Central_Coast,LU,20.0,500.0,0.8,113.19862173553702,249.4148272217601,False,92.90627153976423,101.83014780187268,137.8456250000001,78.214803061128,8.92387626210845,-59.6308219388721,True,False
au,Central_Coast,LU,20.0,100.0,0.9,121.96748733839229,249.4148272217601,False,51.06322510987133,54.665338242383996,0.0,0.0,3.602113132512663,0.0,True,True
au,Central_Coast,LU,20.0,300.0,0.9,121.96748733839229,249.4148272217601,False,74.0616951158107,82.0077584898705,109.59062499999996,87.99099100476388,7.94606337405979,-21.599633995236076,True,False
au,Central_Coast,LU,20.0,500.0,0.9,121.96748733839229,249.4148272217601,False,92.90627153976423,110.09389381059246,137.8456250000001,85.22989554341223,17.18762227082823,-52.61572945658787,True,False
au,Central_Coast,LU,20.0,100.0,1.0,186.49968490803656,249.4148272217601,False,51.06322510987133,91.55447125531438,0.0,8.094986197812233,40.49124614544305,8.094986197812233,True,True
au,Central_Coast,LU,20.0,300.0,1.0,186.49968490803656,249.4148272217601,False,74.0616951158107,130.94482495828336,109.59062499999996,152.52318857440815,56.883129842472655,42.93256357440819,True,True
au,Central_Coast,LU,20.0,500.0,1.0,186.49968490803656,249.4148272217601,False,92.90627153976423,172.286744155162,137.8456250000001,136.94976576760482,79.38047261539778,-0.8958592323952814,True,False
au,Central_Coast,LU-soft,20.0,100.0,0.5,0.5048347079286604,250.2759699219879,False,51.27032760765713,0.1957387708751558,0.0,0.0,-51.07458883678198,0.0,False,True
au,Central_Coast,LU-soft,20.0,300.0,0.5,0.5048347079286604,250.2759699219879,False,74.33027791018908,0.31552169245542516,109.59062499999996,0.0,-74.01475621773366,-109.59062499999996,False,False
au,Central_Coast,LU-soft,20.0,500.0,0.5,0.5048347079286604,250.2759699219879,False,93.23568673575387,0.41699349760316456,144.8193750000001,0.016758848675158332,-92.81869323815071,-144.80261615132494,False,False
au,Central_Coast,LU-soft,20.0,100.0,0.8,112.48090632808119,250.2759699219879,False,51.27032760765713,49.70078800538233,0.0,0.0,-1.5695396022748014,0.0,False,True
au,Central_Coast,LU-soft,20.0,300.0,0.8,112.48090632808119,250.2759699219879,False,74.33027791018908,75.12680298862047,109.59062499999996,78.00173853603191,0.7965250784313866,-31.588886463968052,True,False
au,Central_Coast,LU-soft,20.0,500.0,0.8,112.48090632808119,250.2759699219879,False,93.23568673575387,101.10463097290484,144.8193750000001,82.70651225110845,7.86894423715097,-62.112862748891644,True,False
au,Central_Coast,LU-soft,20.0,100.0,0.9,121.77366219419918,250.2759699219879,False,51.27032760765713,54.58211512208672,0.0,0.0,3.3117875144295894,0.0,True,True
au,Central_Coast,LU-soft,20.0,300.0,0.9,121.77366219419918,250.2759699219879,False,74.33027791018908,81.84284692344463,109.59062499999996,87.29449440214992,7.512569013255543,-22.296130597850038,True,False
au,Central_Coast,LU-soft,20.0,500.0,0.9,121.77366219419918,250.2759699219879,False,93.23568673575387,109.85907831874243,144.8193750000001,90.60535473730872,16.62339158298856,-54.21402026269138,True,False
au,Central_Coast,LU-soft,20.0,100.0,1.0,186.35726055662224,250.2759699219879,False,51.27032760765713,91.47321961160638,0.0,7.877671616854348,40.20289200394925,7.877671616854348,True,True
au,Central_Coast,LU-soft,20.0,300.0,1.0,186.35726055662224,250.2759699219879,False,74.33027791018908,130.791585208153,109.59062499999996,151.87809276457295,56.46130729796393,42.287467764572995,True,True
au,Central_Coast,LU-soft,20.0,500.0,1.0,186.35726055662224,250.2759699219879,False,93.23568673575387,172.0735185362395,144.8193750000001,145.54839882002568,78.83783180048563,0.7290238200255885,True,True
au,Central_Coast,Ref,20.0,100.0,0.5,0.5266725230252987,91.37747723153984,False,11.201669934967853,0.17759166481520652,0.0,0.0,-11.024078270152646,0.0,False,True
au,Central_Coast,Ref,20.0,300.0,0.5,0.5266725230252987,91.37747723153984,False,17.168490385596936,0.34734052893519624,0.0,0.0,-16.82114985666174,0.0,False,True
au,Central_Coast,Ref,20.0,500.0,0.5,0.5266725230252987,91.37747723153984,False,24.95328075869746,0.4887160785785848,27.864375000000003,0.0,-24.464564680118876,-27.864375000000003,False,False
au,Central_Coast,Ref,20.0,100.0,0.8,59.02239546481737,91.37747723153984,False,11.201669934967853,21.677941732413686,0.0,0.0,10.476271797445833,0.0,True,True
au,Central_Coast,Ref,20.0,300.0,0.8,59.02239546481737,91.37747723153984,False,17.168490385596936,39.22692869119896,0.0,0.0,22.05843830560202,0.0,True,True
au,Central_Coast,Ref,20.0,500.0,0.8,59.02239546481737,91.37747723153984,False,24.95328075869746,56.2852491672281,27.864375000000003,10.192092993467918,31.331968408530642,-17.672282006532086,True,False
au,Central_Coast,Ref,20.0,100.0,0.9,60.141156462082506,91.37747723153984,False,11.201669934967853,22.144417123822873,0.0,0.0,10.94274718885502,0.0,True,True
au,Central_Coast,Ref,20.0,300.0,0.9,60.141156462082506,91.37747723153984,False,17.168490385596936,39.987418023346315,0.0,0.0,22.81892763774938,0.0,True,True
au,Central_Coast,Ref,20.0,500.0,0.9,60.141156462082506,91.37747723153984,False,24.95328075869746,57.381079930009626,27.864375000000003,10.975662287585568,32.42779917131217,-16.888712712414435,True,False
au,Central_Coast,Ref,20.0,100.0,1.0,82.05389371031362,91.37747723153984,False,11.201669934967853,32.022903777348084,0.0,3.7821577426586317,20.82123384238023,3.7821577426586317,True,True
au,Central_Coast,Ref,20.0,300.0,1.0,82.05389371031362,91.37747723153984,False,17.168490385596936,55.48375851562175,0.0,7.292439481413356,38.31526813002482,7.292439481413356,True,True
au,Central_Coast,Ref,20.0,500.0,1.0,82.05389371031362,91.37747723153984,False,24.95328075869746,78.95699497489794,27.864375000000003,32.401481482843266,54.00371421620048,4.537106482843264,True,True
au,Central_Coast,GNN-oof-42,20.0,100.0,0.5,0.0367641978307598,218.1035634055143,False,38.244833194254184,0.01349246060389494,0.0,0.0,-38.23134073365029,0.0,False,True
au,Central_Coast,GNN-oof-42,20.0,300.0,0.5,0.0367641978307598,218.1035634055143,False,58.779394637511885,0.023161444633390402,109.59062500000005,0.0,-58.7562331928785,-109.59062500000005,False,False
au,Central_Coast,GNN-oof-42,20.0,500.0,0.5,0.0367641978307598,218.1035634055143,False,73.403868582748,0.0326098434759025,47.186875000000015,0.0,-73.37125873927211,-47.186875000000015,False,False
au,Central_Coast,GNN-oof-42,20.0,100.0,0.8,115.2676325660942,218.1035634055143,False,38.244833194254184,49.7820101398734,0.0,0.0,11.537176945619215,0.0,True,True
au,Central_Coast,GNN-oof-42,20.0,300.0,0.8,115.2676325660942,218.1035634055143,False,58.779394637511885,78.82377484032126,109.59062500000005,87.19222936112494,20.04438020280938,-22.3983956388751,True,False
au,Central_Coast,GNN-oof-42,20.0,500.0,0.8,115.2676325660942,218.1035634055143,False,73.403868582748,107.39812359078697,47.186875000000015,16.858493674423613,33.99425500803896,-30.3283813255764,True,False
au,Central_Coast,GNN-oof-42,20.0,100.0,0.9,141.62418257753677,218.1035634055143,False,38.244833194254184,64.41051056772487,0.0,0.0,26.165677373470686,0.0,True,True
au,Central_Coast,GNN-oof-42,20.0,300.0,0.9,141.62418257753677,218.1035634055143,False,58.779394637511885,98.88143526169877,109.59062500000005,113.54877937256747,40.102040624186884,3.958154372567421,True,True
au,Central_Coast,GNN-oof-42,20.0,500.0,0.9,141.62418257753677,218.1035634055143,False,73.403868582748,132.9710879400417,47.186875000000015,21.377628807513368,59.56721935729371,-25.809246192486647,True,False
au,Central_Coast,GNN-oof-42,20.0,100.0,1.0,166.73927864468772,218.1035634055143,False,38.244833194254184,79.293873171977,0.0,7.634276408370968,41.04903997772281,7.634276408370968,True,True
au,Central_Coast,GNN-oof-42,20.0,300.0,1.0,166.73927864468772,218.1035634055143,False,58.779394637511885,118.99468149483297,109.59062500000005,138.66387543971842,60.21528685732109,29.07325043971838,True,True
au,Central_Coast,GNN-oof-42,20.0,500.0,1.0,166.73927864468772,218.1035634055143,False,73.403868582748,157.76887213431374,47.186875000000015,29.67840488032663,84.36500355156574,-17.508470119673383,True,False
